date	price
2022-01-01	3686.40
2022-01-02	3780.32
2022-01-03	3835.40
2022-01-04	3769.40
2022-01-05	3794.91
2022-01-06	3556.91
2022-01-07	3416.83
2022-01-08	3201.79
2022-01-09	3101.04
2022-01-10	3156.97
2022-01-11	3086.73
2022-01-12	3246.41
2022-01-13	3378.04
2022-01-14	3256.76
2022-01-15	3311.99
2022-01-16	3331.25
2022-01-17	3356.30
2022-01-18	3216.59
2022-01-19	3166.45
2022-01-20	3097.02
2022-01-21	3015.59
2022-01-22	2564.34
2022-01-23	2407.38
2022-01-24	2537.84
2022-01-25	2447.83
2022-01-26	2465.22
2022-01-27	2470.43
2022-01-28	2411.86
2022-01-29	2551.11
2022-01-30	2603.60
2022-01-31	2610.18
2022-02-01	2689.22
2022-02-02	2797.43
2022-02-03	2690.32
2022-02-04	2667.26
2022-02-05	2993.10
2022-02-06	3018.67
2022-02-07	3062.81
2022-02-08	3149.95
2022-02-09	3127.44
2022-02-10	3240.92
2022-02-11	3081.91
2022-02-12	2930.56
2022-02-13	2918.09
2022-02-14	2889.24
2022-02-15	2935.65
2022-02-16	3179.30
2022-02-17	3128.64
2022-02-18	2881.61
2022-02-19	2792.30
2022-02-20	2768.97
2022-02-21	2632.49
2022-02-22	2574.51
2022-02-23	2644.15
2022-02-24	2594.70
2022-02-25	2599.93
2022-02-26	2771.89
2022-02-27	2785.34
2022-02-28	2629.48
2022-03-01	2919.29
2022-03-02	2977.28
2022-03-03	2953.32
2022-03-04	2836.91
2022-03-05	2619.36
2022-03-06	2668.71
2022-03-07	2558.36
2022-03-08	2498.66
2022-03-09	2576.63
2022-03-10	2731.04
2022-03-11	2611.46
2022-03-12	2562.83
2022-03-13	2579.46
2022-03-14	2518.49
2022-03-15	2591.54
2022-03-16	2620.36
2022-03-17	2771.76
2022-03-18	2817.40
2022-03-19	2945.75
2022-03-20	2947.23
2022-03-21	2860.64
2022-03-22	2896.59
2022-03-23	2969.78
2022-03-24	3028.84
2022-03-25	3106.66
2022-03-26	3106.07
2022-03-27	3140.88
2022-03-28	3285.17
2022-03-29	3328.93
2022-03-30	3401.18
2022-03-31	3383.79
2022-04-01	3283.30
2022-04-02	3451.20
2022-04-03	3440.34
2022-04-04	3521.58
2022-04-05	3520.97
2022-04-06	3422.97
2022-04-07	3171.37
2022-04-08	3232.83
2022-04-09	3192.03
2022-04-10	3265.94
2022-04-11	3219.16
2022-04-12	2992.70
2022-04-13	3038.21
2022-04-14	3121.40
2022-04-15	3023.42
2022-04-16	3045.43
2022-04-17	3066.36
2022-04-18	2995.72
2022-04-19	3061.89
2022-04-20	3104.69
2022-04-21	3079.68
2022-04-22	2987.49
2022-04-23	2967.09
2022-04-24	2940.69
2022-04-25	2922.90
2022-04-26	3008.34
2022-04-27	2806.75
2022-04-28	2889.59
2022-04-29	2932.46
2022-04-30	2817.49
2022-05-01	2738.17
2022-05-02	2832.51
2022-05-03	2861.37
2022-05-04	2786.05
2022-05-05	2942.05
2022-05-06	2753.94
2022-05-07	2699.71
2022-05-08	2641.23
2022-05-09	2517.83
2022-05-10	2249.89
2022-05-11	2344.80
2022-05-12	2080.91
