date	price
2024-01-01	42208.20
2024-01-02	44168.68
2024-01-03	44994.67
2024-01-04	42821.56
2024-01-05	44195.58
2024-01-06	44113.70
2024-01-07	43956.12
2024-01-08	43883.74
2024-01-09	46936.19
2024-01-10	46105.95
2024-01-11	46632.31
2024-01-12	46314.36
2024-01-13	42893.93
2024-01-14	42848.47
2024-01-15	41800.93
2024-01-16	42587.34
2024-01-17	43148.00
2024-01-18	42713.86
2024-01-19	41261.39
2024-01-20	41600.94
2024-01-21	41626.11
2024-01-22	41541.90
2024-01-23	39504.73
2024-01-24	39833.45
2024-01-25	40123.67
2024-01-26	39938.29
2024-01-27	41862.94
2024-01-28	42119.61
2024-01-29	42026.58
2024-01-30	43267.61
2024-01-31	42892.03
2024-02-01	42583.26
2024-02-02	43069.04
2024-02-03	43170.66
2024-02-04	42976.85
2024-02-05	42599.36
2024-02-06	42648.46
2024-02-07	43087.79
2024-02-08	44247.42
2024-02-09	45338.27
2024-02-10	47143.24
2024-02-11	47769.00
2024-02-12	48189.88
2024-02-13	50050.14
2024-02-14	49732.15
2024-02-15	51790.17
2024-02-16	51958.23
2024-02-17	52166.43
2024-02-18	51684.52
2024-02-19	52138.49
2024-02-20	51764.31
2024-02-21	52286.79
2024-02-22	51842.76
2024-02-23	51319.50
2024-02-24	50841.08
2024-02-25	51553.10
2024-02-26	51751.88
2024-02-27	54478.19
2024-02-28	57003.53
2024-02-29	62558.58
2024-03-01	61298.22
2024-03-02	62426.64
2024-03-03	62067.87
2024-03-04	63053.11
2024-03-05	68186.65
2024-03-06	64291.54
2024-03-07	66145.92
2024-03-08	66944.88
2024-03-09	68315.25
2024-03-10	68508.00
2024-03-11	69075.67
2024-03-12	72130.55
2024-03-13	71467.17
2024-03-14	73097.77
2024-03-15	71420.03
2024-03-16	69497.76
2024-03-17	65292.31
2024-03-18	68425.42
2024-03-19	67708.94
2024-03-20	62132.52
2024-03-21	67819.06
2024-03-22	65535.98
2024-03-23	63509.04
2024-03-24	64285.80
2024-03-25	67310.98
2024-03-26	69938.95
2024-03-27	70082.05
2024-03-28	69435.75
2024-03-29	70710.20
2024-03-30	69919.06
2024-03-31	69702.31
2024-04-01	71246.95
2024-04-02	69785.93
2024-04-03	65440.42
2024-04-04	66123.94
2024-04-05	68542.18
2024-04-06	67978.61
2024-04-07	69000.65
2024-04-08	69401.97
2024-04-09	71624.18
2024-04-10	69158.64
2024-04-11	70527.89
2024-04-12	70106.66
2024-04-13	67252.11
2024-04-14	64404.83
2024-04-15	65752.66
2024-04-16	63430.57
2024-04-17	63720.50
2024-04-18	61328.90
2024-04-19	63461.59
2024-04-20	63988.82
2024-04-21	64894.42
2024-04-22	64936.42
2024-04-23	66841.67
2024-04-24	66406.95
2024-04-25	64279.52
2024-04-26	64486.18
2024-04-27	63802.33
2024-04-28	63517.25
2024-04-29	63030.43
2024-04-30	63797.68
2024-05-01	60749.47
2024-05-02	58297.57
2024-05-03	59135.17
2024-05-04	62839.34
2024-05-05	63820.45
2024-05-06	64010.01
2024-05-07	63172.48
2024-05-08	62363.06
2024-05-09	61215.50
2024-05-10	63148.60
2024-05-11	60888.22
2024-05-12	60776.97
2024-05-13	61507.05
2024-05-14	62878.78
2024-05-15	61569.11
2024-05-16	66220.52
2024-05-17	65260.88
2024-05-18	67053.12
2024-05-19	66912.62
2024-05-20	66252.71
2024-05-21	71430.30
2024-05-22	70189.84
2024-05-23	69181.20
2024-05-24	67906.47
2024-05-25	68539.92
2024-05-26	69268.45
2024-05-27	68508.83
2024-05-28	69367.24
2024-05-29	68316.64
2024-05-30	67577.27
2024-05-31	68372.49
2024-06-01	67474.95
2024-06-02	67704.33
2024-06-03	67740.02
2024-06-04	68808.29
2024-06-05	70600.01
2024-06-06	71184.60
2024-06-07	70759.59
2024-06-08	69325.36
2024-06-09	69315.10
2024-06-10	69654.16
2024-06-11	69493.18
2024-06-12	67329.15
2024-06-13	68224.52
2024-06-14	66700.32
2024-06-15	66011.08
2024-06-16	66190.49
2024-06-17	66615.54
2024-06-18	66460.39
2024-06-19	65109.31
2024-06-20	64907.07
2024-06-21	64844.67
2024-06-22	64071.62
2024-06-23	64239.90
2024-06-24	63221.36
2024-06-25	60363.23
2024-06-26	61770.41
2024-06-27	60749.90
2024-06-28	61562.65
2024-06-29	60317.10
2024-06-30	60864.44
2024-07-01	62734.39
2024-07-02	62819.82
2024-07-03	62042.57
2024-07-04	60244.68
2024-07-05	57189.17
2024-07-06	56739.86
2024-07-07	58230.48
2024-07-08	55880.38
2024-07-09	56665.14
2024-07-10	57988.30
2024-07-11	57704.20
2024-07-12	57388.19
2024-07-13	57899.29
2024-07-14	59152.72
2024-07-15	60942.33
2024-07-16	64835.49
2024-07-17	65162.24
2024-07-18	64136.31
2024-07-19	63959.57
2024-07-20	66689.55
2024-07-21	67206.06
2024-07-22	68088.14
2024-07-23	67607.71
2024-07-24	65942.42
2024-07-25	65403.54
2024-07-26	65749.96
2024-07-27	67920.30
2024-07-28	68055.41
2024-07-29	68242.25
2024-07-30	66770.32
2024-07-31	66219.05
2024-08-01	64679.78
2024-08-02	65357.53
2024-08-03	61407.30
2024-08-04	60738.74
2024-08-05	58006.21
2024-08-06	53956.26
2024-08-07	55959.84
2024-08-08	55099.95
2024-08-09	61859.03
2024-08-10	60912.59
2024-08-11	60887.71
2024-08-12	58804.23
2024-08-13	59350.07
2024-08-14	60601.22
2024-08-15	58739.19
2024-08-16	57624.12
2024-08-17	58881.93
2024-08-18	59430.79
