date	price
2020-01-01	129.19
2020-01-02	130.48
2020-01-03	127.05
2020-01-04	133.70
2020-01-05	134.14
2020-01-06	135.01
2020-01-07	143.81
2020-01-08	143.02
2020-01-09	140.27
2020-01-10	137.86
2020-01-11	144.60
2020-01-12	142.18
2020-01-13	145.42
2020-01-14	143.59
2020-01-15	165.99
2020-01-16	166.25
2020-01-17	163.81
2020-01-18	171.16
2020-01-19	174.24
2020-01-20	166.63
2020-01-21	166.94
2020-01-22	169.28
2020-01-23	167.83
2020-01-24	162.52
2020-01-25	162.41
2020-01-26	160.67
2020-01-27	167.65
2020-01-28	169.74
2020-01-29	175.19
2020-01-30	173.71
2020-01-31	184.73
2020-02-01	179.23
2020-02-02	183.34
2020-02-03	188.55
2020-02-04	189.86
2020-02-05	188.84
2020-02-06	203.86
2020-02-07	212.73
2020-02-08	223.28
2020-02-09	223.30
2020-02-10	228.29
2020-02-11	224.15
2020-02-12	236.79
2020-02-13	264.03
2020-02-14	267.67
2020-02-15	284.23
2020-02-16	263.90
2020-02-17	262.16
2020-02-18	267.94
2020-02-19	281.95
2020-02-20	259.18
2020-02-21	257.99
2020-02-22	265.16
2020-02-23	261.00
2020-02-24	274.63
2020-02-25	265.24
2020-02-26	248.32
2020-02-27	224.81
2020-02-28	225.43
2020-02-29	227.71
2020-03-01	218.35
2020-03-02	218.94
2020-03-03	231.68
2020-03-04	223.96
2020-03-05	224.13
2020-03-06	228.08
2020-03-07	244.24
2020-03-08	237.38
2020-03-09	198.82
2020-03-10	200.85
2020-03-11	200.75
2020-03-12	194.22
2020-03-13	110.60
2020-03-14	132.57
2020-03-15	123.03
2020-03-16	124.60
2020-03-17	110.99
2020-03-18	117.22
2020-03-19	117.70
2020-03-20	136.81
2020-03-21	131.96
2020-03-22	131.94
2020-03-23	122.52
2020-03-24	135.59
2020-03-25	138.78
2020-03-26	136.23
2020-03-27	138.77
2020-03-28	130.29
2020-03-29	131.42
2020-03-30	125.32
2020-03-31	132.36
2020-04-01	133.24
2020-04-02	136.22
2020-04-03	141.45
2020-04-04	141.26
2020-04-05	144.20
2020-04-06	142.85
2020-04-07	169.86
2020-04-08	164.52
2020-04-09	172.80
2020-04-10	170.10
2020-04-11	157.74
2020-04-12	158.33
2020-04-13	158.86
2020-04-14	156.70
2020-04-15	158.27
2020-04-16	153.22
2020-04-17	171.78
2020-04-18	170.45
2020-04-19	187.14
2020-04-20	180.06
2020-04-21	170.70
2020-04-22	170.45
2020-04-23	182.28
2020-04-24	184.59
2020-04-25	187.34
2020-04-26	194.11
2020-04-27	197.23
2020-04-28	196.46
2020-04-29	197.15
2020-04-30	215.55
2020-05-01	205.56
2020-05-02	211.97
2020-05-03	213.94
2020-05-04	210.02
2020-05-05	206.83
2020-05-06	205.23
2020-05-07	200.25
2020-05-08	212.29
2020-05-09	211.69
2020-05-10	210.43
2020-05-11	188.14
2020-05-12	185.67
2020-05-13	189.31
2020-05-14	199.37
2020-05-15	203.21
2020-05-16	194.27
2020-05-17	200.58
2020-05-18	206.77
2020-05-19	214.36
2020-05-20	213.69
2020-05-21	209.92
2020-05-22	198.92
2020-05-23	206.23
2020-05-24	206.41
2020-05-25	200.69
2020-05-26	203.81
2020-05-27	200.96
2020-05-28	207.85
2020-05-29	219.59
2020-05-30	220.49
2020-05-31	242.71
2020-06-01	232.33
2020-06-02	248.04
2020-06-03	237.27
2020-06-04	244.13
2020-06-05	243.71
2020-06-06	240.25
2020-06-07	242.02
2020-06-08	244.23
2020-06-09	246.21
2020-06-10	243.85
2020-06-11	247.54
2020-06-12	232.00
2020-06-13	237.59
2020-06-14	238.29
2020-06-15	232.11
2020-06-16	231.02
2020-06-17	235.29
2020-06-18	233.86
2020-06-19	231.68
2020-06-20	228.96
2020-06-21	228.87
2020-06-22	227.79
2020-06-23	243.36
2020-06-24	243.08
2020-06-25	234.56
2020-06-26	232.65
2020-06-27	229.64
2020-06-28	221.03
2020-06-29	225.12
2020-06-30	228.21
2020-07-01	225.59
2020-07-02	230.66
2020-07-03	226.57
2020-07-04	225.18
2020-07-05	229.09
2020-07-06	227.90
2020-07-07	241.53
2020-07-08	238.96
2020-07-09	246.86
2020-07-10	241.98
2020-07-11	240.95
2020-07-12	239.10
2020-07-13	241.77
2020-07-14	239.64
2020-07-15	240.25
2020-07-16	238.66
2020-07-17	233.84
2020-07-18	232.78
2020-07-19	235.68
2020-07-20	238.90
2020-07-21	236.06
2020-07-22	245.23
2020-07-23	263.76
2020-07-24	274.72
2020-07-25	279.43
2020-07-26	305.04
2020-07-27	310.52
2020-07-28	320.48
2020-07-29	316.41
2020-07-30	317.54
2020-07-31	334.74
2020-08-01	346.00
2020-08-02	387.94
2020-08-03	370.73
2020-08-04	386.25
2020-08-05	389.38
2020-08-06	400.18
2020-08-07	394.54
2020-08-08	379.14
2020-08-09	391.48
2020-08-10	389.62
2020-08-11	395.21
2020-08-12	379.17
2020-08-13	387.50
2020-08-14	427.49
2020-08-15	438.76
2020-08-16	432.65
2020-08-17	433.43
2020-08-18	430.03
2020-08-19	422.11
2020-08-20	406.57
2020-08-21	416.47
2020-08-22	386.82
2020-08-23	395.89
2020-08-24	390.79
2020-08-25	408.27
2020-08-26	383.66
2020-08-27	385.75
2020-08-28	381.84
2020-08-29	395.14
2020-08-30	399.37
2020-08-31	428.30
2020-09-01	435.69
2020-09-02	475.68
2020-09-03	439.35
2020-09-04	383.69
2020-09-05	387.90
2020-09-06	334.47
2020-09-07	352.99
2020-09-08	351.88
2020-09-09	337.85
2020-09-10	351.23
2020-09-11	367.64
2020-09-12	373.91
2020-09-13	387.72
2020-09-14	365.70
2020-09-15	376.39
2020-09-16	364.69
2020-09-17	365.13
2020-09-18	388.80
2020-09-19	383.17
