date	price
2021-01-01	3.9831
2021-01-02	3.9831
2021-01-03	3.9790
2021-01-04	3.9750
2021-01-05	3.9604
2021-01-06	3.9478
2021-01-07	3.9621
2021-01-08	3.9856
2021-01-09	3.9856
2021-01-10	3.9780
2021-01-11	4.0059
2021-01-12	3.9916
2021-01-13	4.0063
2021-01-14	4.0106
2021-01-15	4.0366
2021-01-16	4.0366
2021-01-17	4.0327
2021-01-18	4.0356
2021-01-19	4.0158
2021-01-20	4.0233
2021-01-21	4.0064
2021-01-22	4.0054
2021-01-23	4.0054
2021-01-24	4.0055
2021-01-25	4.0141
2021-01-26	4.0082
2021-01-27	4.0304
2021-01-28	4.0243
2021-01-29	4.0165
2021-01-30	4.0156
2021-01-31	4.0197
2021-02-01	4.0400
2021-02-02	4.0442
2021-02-03	4.0486
2021-02-04	4.0738
2021-02-05	4.0475
2021-02-06	4.0475
2021-02-07	4.0520
2021-02-08	4.0451
2021-02-09	4.0230
2021-02-10	4.0230
2021-02-11	4.0195
2021-02-12	4.0219
2021-02-13	4.0219
2021-02-14	4.0224
2021-02-15	4.0177
2021-02-16	4.0310
2021-02-17	4.0476
2021-02-18	4.0321
2021-02-19	4.0240
2021-02-20	4.0240
2021-02-21	4.0220
2021-02-22	4.0080
2021-02-23	4.0121
2021-02-24	4.0059
2021-02-25	4.0061
2021-02-26	4.0384
2021-02-27	4.0384
2021-02-28	4.0237
2021-03-01	4.0466
2021-03-02	4.0345
2021-03-03	4.0461
2021-03-04	4.0787
2021-03-05	4.0983
2021-03-06	4.0983
2021-03-07	4.0991
2021-03-08	4.1237
2021-03-09	4.1076
2021-03-10	4.0985
2021-03-11	4.0754
2021-03-12	4.0861
2021-03-13	4.0861
2021-03-14	4.0892
2021-03-15	4.0962
2021-03-16	4.1049
2021-03-17	4.0783
2021-03-18	4.0995
2021-03-19	4.1028
2021-03-20	4.1028
2021-03-21	4.1028
2021-03-22	4.0978
2021-03-23	4.1308
2021-03-24	4.1374
2021-03-25	4.1473
2021-03-26	4.1413
2021-03-27	4.1413
2021-03-28	4.1427
2021-03-29	4.1743
2021-03-30	4.1981
2021-03-31	4.1958
2021-04-01	4.1706
2021-04-02	4.1823
2021-04-03	4.1823
2021-04-04	4.1803
2021-04-05	4.1587
2021-04-06	4.1404
2021-04-07	4.1429
2021-04-08	4.1296
2021-04-09	4.1353
2021-04-10	4.1355
2021-04-11	4.1341
2021-04-12	4.1311
2021-04-13	4.1167
2021-04-14	4.1112
2021-04-15	4.1159
2021-04-16	4.1108
2021-04-17	4.1108
2021-04-18	4.1110
2021-04-19	4.0905
2021-04-20	4.0953
2021-04-21	4.0920
2021-04-22	4.1009
2021-04-23	4.0682
2021-04-24	4.0682
2021-04-25	4.0862
2021-04-26	4.0753
2021-04-27	4.0771
2021-04-28	4.0612
2021-04-29	4.0634
2021-04-30	4.0978
2021-05-01	4.0978
2021-05-02	4.0680
2021-05-03	4.0861
2021-05-04	4.1022
2021-05-05	4.1033
2021-05-06	4.0830
2021-05-07	4.0503
2021-05-08	4.0503
2021-05-09	4.0453
2021-05-10	4.0590
2021-05-11	4.0563
2021-05-12	4.0803
2021-05-13	4.0801
2021-05-14	4.0550
2021-05-15	4.0550
2021-05-16	4.0583
2021-05-17	4.0525
2021-05-18	4.0302
2021-05-19	4.0481
2021-05-20	4.0307
2021-05-21	4.0455
2021-05-22	4.0455
2021-05-23	4.0447
2021-05-24	4.0330
2021-05-25	4.0204
2021-05-26	4.0339
2021-05-27	4.0330
2021-05-28	4.0344
2021-05-29	4.0344
2021-05-30	4.0392
2021-05-31	4.0200
2021-06-01	4.0267
2021-06-02	4.0303
2021-06-03	4.0576
2021-06-04	4.0458
2021-06-05	4.0458
2021-06-06	4.0474
2021-06-07	4.0380
2021-06-08	4.0447
2021-06-09	4.0419
2021-06-10	4.0429
2021-06-11	4.0622
2021-06-12	4.0622
2021-06-13	4.0613
2021-06-14	4.0599
2021-06-15	4.0606
2021-06-16	4.1054
2021-06-17	4.1336
