date	price
2024-01-01	4.5049
2024-01-02	4.5426
2024-01-03	4.5500
2024-01-04	4.5441
2024-01-05	4.5451
2024-01-06	4.5451
2024-01-07	4.5413
2024-01-08	4.5407
2024-01-09	4.5486
2024-01-10	4.5310
2024-01-11	4.5281
2024-01-12	4.5396
2024-01-13	4.5396
2024-01-14	4.5396
2024-01-15	4.5447
2024-01-16	4.5750
2024-01-17	4.5716
2024-01-18	4.5749
2024-01-19	4.5685
2024-01-20	4.5685
2024-01-21	4.5695
2024-01-22	4.5749
2024-01-23	4.5836
2024-01-24	4.5737
2024-01-25	4.5876
2024-01-26	4.5854
2024-01-27	4.5855
2024-01-28	4.5832
2024-01-29	4.5940
2024-01-30	4.5897
2024-01-31	4.6044
2024-02-01	4.5720
2024-02-02	4.6087
2024-02-03	4.6087
2024-02-04	4.6082
2024-02-05	4.6312
2024-02-06	4.6265
2024-02-07	4.6185
2024-02-08	4.6185
2024-02-09	4.6159
2024-02-10	4.6159
2024-02-11	4.6146
2024-02-12	4.6194
2024-02-13	4.6474
2024-02-14	4.6368
2024-02-15	4.6200
2024-02-16	4.6183
2024-02-17	4.6183
2024-02-18	4.6204
2024-02-19	4.6189
2024-02-20	4.6021
2024-02-21	4.5994
2024-02-22	4.5970
2024-02-23	4.5976
2024-02-24	4.5976
2024-02-25	4.5974
2024-02-26	4.5815
2024-02-27	4.5814
2024-02-28	4.5837
2024-02-29	4.5890
2024-03-01	4.5840
2024-03-02	4.5840
2024-03-03	4.5845
2024-03-04	4.5805
2024-03-05	4.5802
2024-03-06	4.5608
2024-03-07	4.5386
2024-03-08	4.5404
2024-03-09	4.5404
2024-03-10	4.5378
2024-03-11	4.5445
2024-03-12	4.5460
2024-03-13	4.5377
2024-03-14	4.5685
2024-03-15	4.5657
2024-03-16	4.5658
2024-03-17	4.5659
2024-03-18	4.5729
2024-03-19	4.5784
2024-03-20	4.5466
2024-03-21	4.5783
2024-03-22	4.6002
2024-03-23	4.6002
2024-03-24	4.5994
2024-03-25	4.5864
2024-03-26	4.5882
2024-03-27	4.5991
2024-03-28	4.6068
2024-03-29	4.6038
2024-03-30	4.6050
2024-03-31	4.6063
2024-04-01	4.6277
2024-04-02	4.6160
2024-04-03	4.5857
2024-04-04	4.5849
2024-04-05	4.5839
2024-04-06	4.5839
2024-04-07	4.5865
2024-04-08	4.5736
2024-04-09	4.5755
2024-04-10	4.6263
2024-04-11	4.6350
2024-04-12	4.6733
2024-04-13	4.6733
2024-04-14	4.6712
2024-04-15	4.6818
2024-04-16	4.6843
2024-04-17	4.6633
2024-04-18	4.6750
2024-04-19	4.6691
2024-04-20	4.6691
2024-04-21	4.6687
2024-04-22	4.6701
2024-04-23	4.6502
2024-04-24	4.6512
2024-04-25	4.6387
2024-04-26	4.6555
2024-04-27	4.6555
2024-04-28	4.6482
2024-04-29	4.6425
2024-04-30	4.6647
2024-05-01	4.6426
2024-05-02	4.6376
2024-05-03	4.6204
2024-05-04	4.6204
2024-05-05	4.6224
2024-05-06	4.6162
2024-05-07	4.6290
2024-05-08	4.6300
2024-05-09	4.6143
2024-05-10	4.6214
2024-05-11	4.6214
2024-05-12	4.6216
2024-05-13	4.6106
2024-05-14	4.6013
2024-05-15	4.5682
2024-05-16	4.5782
2024-05-17	4.5765
2024-05-18	4.5766
2024-05-19	4.5741
2024-05-20	4.5801
2024-05-21	4.5819
2024-05-22	4.5961
2024-05-23	4.6009
2024-05-24	4.5865
2024-05-25	4.5865
2024-05-26	4.5874
2024-05-27	4.5813
2024-05-28	4.5844
2024-05-29	4.6076
