date	price
2023-01-01	1.0695
2023-01-02	1.0677
2023-01-03	1.0546
2023-01-04	1.0608
2023-01-05	1.0521
2023-01-06	1.0644
2023-01-07	1.0644
2023-01-08	1.0659
2023-01-09	1.0734
2023-01-10	1.0738
2023-01-11	1.0765
2023-01-12	1.0860
2023-01-13	1.0836
2023-01-14	1.0835
2023-01-15	1.0825
2023-01-16	1.0830
2023-01-17	1.0789
2023-01-18	1.0798
2023-01-19	1.0835
2023-01-20	1.0863
2023-01-21	1.0863
2023-01-22	1.0864
2023-01-23	1.0873
2023-01-24	1.0888
2023-01-25	1.0921
2023-01-26	1.0894
2023-01-27	1.0869
2023-01-28	1.0870
2023-01-29	1.0872
2023-01-30	1.0849
2023-01-31	1.0861
2023-02-01	1.1012
2023-02-02	1.0906
2023-02-03	1.0798
2023-02-04	1.0800
2023-02-05	1.0789
2023-02-06	1.0728
2023-02-07	1.0729
2023-02-08	1.0716
2023-02-09	1.0739
2023-02-10	1.0681
2023-02-11	1.0681
2023-02-12	1.0679
2023-02-13	1.0731
2023-02-14	1.0735
2023-02-15	1.0692
2023-02-16	1.0666
2023-02-17	1.0701
2023-02-18	1.0701
2023-02-19	1.0685
2023-02-20	1.0685
2023-02-21	1.0652
2023-02-22	1.0605
2023-02-23	1.0599
2023-02-24	1.0559
2023-02-25	1.0555
2023-02-26	1.0554
2023-02-27	1.0610
2023-02-28	1.0577
2023-03-01	1.0669
2023-03-02	1.0601
2023-03-03	1.0636
2023-03-04	1.0636
2023-03-05	1.0626
2023-03-06	1.0686
2023-03-07	1.0549
2023-03-08	1.0549
2023-03-09	1.0584
2023-03-10	1.0646
2023-03-11	1.0643
2023-03-12	1.0684
2023-03-13	1.0724
2023-03-14	1.0727
2023-03-15	1.0583
2023-03-16	1.0613
2023-03-17	1.0695
2023-03-18	1.0703
2023-03-19	1.0678
2023-03-20	1.0718
2023-03-21	1.0773
2023-03-22	1.0869
2023-03-23	1.0835
2023-03-24	1.0766
2023-03-25	1.0766
2023-03-26	1.0775
2023-03-27	1.0807
2023-03-28	1.0839
2023-03-29	1.0844
2023-03-30	1.0906
2023-03-31	1.0850
2023-04-01	1.0850
2023-04-02	1.0804
2023-04-03	1.0908
2023-04-04	1.0958
2023-04-05	1.0904
2023-04-06	1.0919
2023-04-07	1.0932
2023-04-08	1.0932
2023-04-09	1.0912
2023-04-10	1.0869
2023-04-11	1.0916
2023-04-12	1.0998
2023-04-13	1.1051
2023-04-14	1.1033
2023-04-15	1.1032
2023-04-16	1.0984
2023-04-17	1.0925
2023-04-18	1.0975
2023-04-19	1.0952
2023-04-20	1.0968
2023-04-21	1.1025
2023-04-22	1.1025
2023-04-23	1.0992
2023-04-24	1.1057
2023-04-25	1.0979
2023-04-26	1.1045
2023-04-27	1.1032
2023-04-28	1.1055
2023-04-29	1.1055
2023-04-30	1.1010
2023-05-01	1.0968
2023-05-02	1.1011
2023-05-03	1.1069
