date	price
2022-01-01	1.1374
2022-01-02	1.1371
2022-01-03	1.1299
2022-01-04	1.1284
2022-01-05	1.1312
2022-01-06	1.1296
2022-01-07	1.1362
2022-01-08	1.1361
2022-01-09	1.1352
2022-01-10	1.1331
2022-01-11	1.1368
2022-01-12	1.1441
2022-01-13	1.1458
2022-01-14	1.1415
2022-01-15	1.1415
2022-01-16	1.1409
2022-01-17	1.1410
2022-01-18	1.1329
2022-01-19	1.1344
2022-01-20	1.1311
2022-01-21	1.1345
2022-01-22	1.1345
2022-01-23	1.1342
2022-01-24	1.1324
2022-01-25	1.1303
2022-01-26	1.1239
2022-01-27	1.1144
2022-01-28	1.1149
2022-01-29	1.1149
2022-01-30	1.1148
2022-01-31	1.1230
2022-02-01	1.1273
2022-02-02	1.1301
2022-02-03	1.1436
2022-02-04	1.1449
2022-02-05	1.1449
2022-02-06	1.1452
2022-02-07	1.1442
2022-02-08	1.1421
2022-02-09	1.1423
2022-02-10	1.1413
2022-02-11	1.1351
2022-02-12	1.1350
2022-02-13	1.1366
2022-02-14	1.1307
2022-02-15	1.1358
2022-02-16	1.1373
2022-02-17	1.1367
2022-02-18	1.1322
2022-02-19	1.1322
2022-02-20	1.1317
2022-02-21	1.1306
2022-02-22	1.1329
2022-02-23	1.1307
2022-02-24	1.1191
2022-02-25	1.1274
2022-02-26	1.1272
2022-02-27	1.1182
2022-02-28	1.1217
2022-03-01	1.1130
2022-03-02	1.1116
2022-03-03	1.1066
2022-03-04	1.0930
2022-03-05	1.0927
2022-03-06	1.0866
2022-03-07	1.0865
2022-03-08	1.0896
2022-03-09	1.1073
2022-03-10	1.1010
2022-03-11	1.0914
2022-03-12	1.0914
2022-03-13	1.0936
2022-03-14	1.0943
2022-03-15	1.0967
2022-03-16	1.1021
2022-03-17	1.1097
2022-03-18	1.1065
2022-03-19	1.1065
2022-03-20	1.1043
2022-03-21	1.1019
2022-03-22	1.1029
2022-03-23	1.1004
2022-03-24	1.1008
2022-03-25	1.0984
2022-03-26	1.0984
2022-03-27	1.0982
2022-03-28	1.0996
2022-03-29	1.1091
2022-03-30	1.1160
2022-03-31	1.1073
2022-04-01	1.1049
2022-04-02	1.1045
2022-04-03	1.1043
2022-04-04	1.0974
2022-04-05	1.0908
2022-04-06	1.0898
2022-04-07	1.0863
2022-04-08	1.0877
2022-04-09	1.0877
2022-04-10	1.0886
2022-04-11	1.0878
2022-04-12	1.0826
2022-04-13	1.0895
2022-04-14	1.0819
2022-04-15	1.0812
2022-04-16	1.0812
2022-04-17	1.0814
2022-04-18	1.0781
2022-04-19	1.0793
2022-04-20	1.0848
2022-04-21	1.0835
2022-04-22	1.0787
2022-04-23	1.0787
