date	price
2021-01-01	1.3673
2021-01-02	1.3673
2021-01-03	1.3682
2021-01-04	1.3568
2021-01-05	1.3627
2021-01-06	1.3626
2021-01-07	1.3570
2021-01-08	1.3566
2021-01-09	1.3565
2021-01-10	1.3516
2021-01-11	1.3523
2021-01-12	1.3667
2021-01-13	1.3648
2021-01-14	1.3682
2021-01-15	1.3589
2021-01-16	1.3589
2021-01-17	1.3575
2021-01-18	1.3579
2021-01-19	1.3648
2021-01-20	1.3670
2021-01-21	1.3729
2021-01-22	1.3685
2021-01-23	1.3682
2021-01-24	1.3687
2021-01-25	1.3677
2021-01-26	1.3741
2021-01-27	1.3670
2021-01-28	1.3726
2021-01-29	1.3714
2021-01-30	1.3703
2021-01-31	1.3698
2021-02-01	1.3678
2021-02-02	1.3662
2021-02-03	1.3646
2021-02-04	1.3676
2021-02-05	1.3733
2021-02-06	1.3736
2021-02-07	1.3737
2021-02-08	1.3744
2021-02-09	1.3816
2021-02-10	1.3831
2021-02-11	1.3810
2021-02-12	1.3842
2021-02-13	1.3842
2021-02-14	1.3871
2021-02-15	1.3913
2021-02-16	1.3888
2021-02-17	1.3865
2021-02-18	1.3968
2021-02-19	1.4015
2021-02-20	1.4013
2021-02-21	1.4028
2021-02-22	1.4070
2021-02-23	1.4120
2021-02-24	1.4147
2021-02-25	1.4007
2021-02-26	1.3925
2021-02-27	1.3925
2021-02-28	1.3973
2021-03-01	1.3928
2021-03-02	1.3954
2021-03-03	1.3927
2021-03-04	1.3892
2021-03-05	1.3835
2021-03-06	1.3835
2021-03-07	1.3852
2021-03-08	1.3825
2021-03-09	1.3888
2021-03-10	1.3932
2021-03-11	1.3989
2021-03-12	1.3920
2021-03-13	1.3920
2021-03-14	1.3930
2021-03-15	1.3898
2021-03-16	1.3901
2021-03-17	1.3974
2021-03-18	1.3926
2021-03-19	1.3870
2021-03-20	1.3870
2021-03-21	1.3832
2021-03-22	1.3859
2021-03-23	1.3725
2021-03-24	1.3687
2021-03-25	1.3748
2021-03-26	1.3784
2021-03-27	1.3791
2021-03-28	1.3789
2021-03-29	1.3774
2021-03-30	1.3746
2021-03-31	1.3785
2021-04-01	1.3833
2021-04-02	1.3830
2021-04-03	1.3830
2021-04-04	1.3827
2021-04-05	1.3913
2021-04-06	1.3826
2021-04-07	1.3742
2021-04-08	1.3735
2021-04-09	1.3709
2021-04-10	1.3706
2021-04-11	1.3714
2021-04-12	1.3754
2021-04-13	1.3762
2021-04-14	1.3779
2021-04-15	1.3786
2021-04-16	1.3832
2021-04-17	1.3833
2021-04-18	1.3822
2021-04-19	1.3989
2021-04-20	1.3940
2021-04-21	1.3933
2021-04-22	1.3838
2021-04-23	1.3879
2021-04-24	1.3879
2021-04-25	1.3870
2021-04-26	1.3897
2021-04-27	1.3904
2021-04-28	1.3955
2021-04-29	1.3951
2021-04-30	1.3817
2021-05-01	1.3817
2021-05-02	1.3820
2021-05-03	1.3902
