date	price
2019-01-01	1.2763
2019-01-02	1.2754
2019-01-03	1.2517
2019-01-04	1.2628
2019-01-05	1.2730
2019-01-06	1.2730
2019-01-07	1.2735
2019-01-08	1.2785
2019-01-09	1.2736
2019-01-10	1.2799
2019-01-11	1.2754
2019-01-12	1.2852
2019-01-13	1.2852
2019-01-14	1.2850
2019-01-15	1.2875
2019-01-16	1.2871
2019-01-17	1.2885
2019-01-18	1.2983
2019-01-19	1.2882
2019-01-20	1.2882
2019-01-21	1.2853
2019-01-22	1.2891
2019-01-23	1.2957
2019-01-24	1.3082
2019-01-25	1.3120
2019-01-26	1.3201
2019-01-27	1.3201
2019-01-28	1.3207
2019-01-29	1.3159
2019-01-30	1.3078
2019-01-31	1.3116
2019-02-01	1.3109
2019-02-02	0.7616
2019-02-03	0.7616
2019-02-04	0.7616
2019-02-05	1.3028
2019-02-06	1.2955
2019-02-07	1.2933
2019-02-08	1.2948
2019-02-09	1.2940
2019-02-10	1.2940
2019-02-11	1.2940
2019-02-12	1.2863
2019-02-13	1.2890
2019-02-14	1.2854
2019-02-15	1.2797
2019-02-16	1.2889
2019-02-17	1.2889
2019-02-18	1.2889
2019-02-19	1.2923
2019-02-20	1.3058
2019-02-21	1.3043
2019-02-22	1.3040
2019-02-23	1.3052
2019-02-24	1.3052
2019-02-25	1.3064
2019-02-26	1.3125
2019-02-27	1.3257
2019-02-28	1.3317
2019-03-01	1.3264
2019-03-02	1.3207
2019-03-03	1.3207
2019-03-04	1.3236
2019-03-05	1.3177
2019-03-06	1.3153
2019-03-07	1.3182
2019-03-08	1.3090
2019-03-09	1.3015
2019-03-10	1.3016
2019-03-11	1.2988
2019-03-12	1.3242
2019-03-13	1.3064
2019-03-14	1.3284
2019-03-15	1.3258
2019-03-16	1.3308
2019-03-17	1.3300
2019-03-18	1.3299
2019-03-19	1.3261
2019-03-20	1.3269
2019-03-21	1.3206
2019-03-22	1.3131
2019-03-23	1.3216
2019-03-24	1.3216
2019-03-25	1.3206
2019-03-26	1.3216
2019-03-27	1.3210
2019-03-28	1.3153
2019-03-29	1.3053
2019-03-30	1.3045
2019-03-31	1.3045
2019-04-01	1.3021
2019-04-02	1.3068
2019-04-03	1.3127
2019-04-04	1.3178
2019-04-05	1.3074
2019-04-06	1.3038
2019-04-07	1.3038
2019-04-08	1.3038
2019-04-09	1.3063
2019-04-10	1.3057
2019-04-11	1.3098
2019-04-12	1.3055
2019-04-13	1.3072
2019-04-14	1.3072
2019-04-15	1.3072
2019-04-16	1.3100
2019-04-17	1.3044
2019-04-18	1.3039
2019-04-19	1.2992
2019-04-20	1.2991
2019-04-21	1.2991
2019-04-22	1.2991
2019-04-23	1.2981
2019-04-24	1.2937
2019-04-25	1.2903
2019-04-26	1.2897
2019-04-27	1.2918
2019-04-28	1.2918
2019-04-29	1.2918
2019-04-30	1.2931
2019-05-01	1.3040
2019-05-02	1.3055
2019-05-03	1.3033
2019-05-04	1.3175
2019-05-05	1.3175
2019-05-06	1.3175
2019-05-07	1.3096
2019-05-08	1.3068
2019-05-09	1.3010
2019-05-10	1.3010
2019-05-11	1.3002
2019-05-12	1.3002
2019-05-13	1.3002
2019-05-14	1.2963
2019-05-15	1.2907
2019-05-16	1.2847
2019-05-17	1.2797
2019-05-18	1.2721
2019-05-19	1.2721
2019-05-20	1.2721
2019-05-21	1.2729
2019-05-22	1.2707
2019-05-23	1.2664
2019-05-24	1.2664
2019-05-25	1.2714
2019-05-26	1.2714
2019-05-27	1.2724
2019-05-28	1.2681
2019-05-29	1.2659
2019-05-30	1.2628
2019-05-31	1.2609
2019-06-01	1.2632
2019-06-02	1.2632
2019-06-03	1.2638
2019-06-04	1.2664
2019-06-05	1.2701
2019-06-06	1.2689
2019-06-07	1.2695
2019-06-08	1.2740
2019-06-09	1.2740
2019-06-10	1.2723
2019-06-11	1.2691
2019-06-12	1.2724
2019-06-13	1.2694
2019-06-14	1.2681
2019-06-15	1.2590
2019-06-16	1.2590
2019-06-17	1.2595
2019-06-18	1.2541
2019-06-19	1.2565
2019-06-20	1.2653
2019-06-21	1.2707
2019-06-22	1.2746
2019-06-23	1.2746
2019-06-24	1.2751
2019-06-25	1.2738
2019-06-26	1.2691
2019-06-27	1.2695
2019-06-28	1.2674
2019-06-29	1.2698
2019-06-30	1.2698
2019-07-01	1.2694
2019-07-02	1.2644
2019-07-03	1.2598
2019-07-04	1.2582
2019-07-05	1.2582
2019-07-06	1.2529
