date	price
2020-01-01	4.2690
2020-01-02	4.2657
2020-01-03	4.2789
2020-01-04	4.2763
2020-01-05	4.2763
2020-01-06	4.2736
2020-01-07	4.2661
2020-01-08	4.2846
2020-01-09	4.2992
2020-01-10	4.3020
2020-01-11	4.2976
2020-01-12	4.2976
2020-01-13	4.2982
2020-01-14	4.2911
2020-01-15	4.2962
2020-01-16	4.2867
2020-01-17	4.2906
2020-01-18	4.3097
2020-01-19	4.3097
2020-01-20	4.3078
2020-01-21	4.3061
2020-01-22	4.3106
2020-01-23	4.3102
2020-01-24	4.3251
2020-01-25	4.3359
2020-01-26	4.3359
2020-01-27	4.3361
2020-01-28	4.3384
2020-01-29	4.3347
2020-01-30	4.3418
2020-01-31	4.3312
2020-02-01	4.3086
2020-02-02	4.3086
2020-02-03	4.3118
2020-02-04	4.3155
2020-02-05	4.3261
2020-02-06	4.3319
2020-02-07	4.3324
2020-02-08	4.3495
2020-02-09	4.3495
2020-02-10	4.3495
2020-02-11	4.3689
2020-02-12	4.3684
2020-02-13	4.3830
2020-02-14	4.3956
2020-02-15	4.4041
2020-02-16	4.4041
2020-02-17	4.4024
2020-02-18	4.4096
2020-02-19	4.4254
2020-02-20	4.4222
2020-02-21	4.4454
2020-02-22	4.4228
2020-02-23	4.4228
2020-02-24	4.4263
2020-02-25	4.4289
2020-02-26	4.4195
2020-02-27	4.4163
2020-02-28	4.3681
2020-02-29	4.3656
2020-03-01	4.3656
2020-03-02	4.3596
2020-03-03	4.3158
2020-03-04	4.3024
2020-03-05	4.3139
2020-03-06	4.2858
2020-03-07	4.2584
2020-03-08	4.2584
2020-03-09	4.2240
2020-03-10	4.2295
2020-03-11	4.2613
2020-03-12	4.2784
2020-03-13	4.3141
2020-03-14	4.3461
2020-03-15	4.3461
2020-03-16	4.3190
2020-03-17	4.3368
2020-03-18	4.4013
2020-03-19	4.4568
2020-03-20	4.5496
2020-03-21	4.5323
2020-03-22	4.5323
2020-03-23	4.5589
2020-03-24	4.5054
2020-03-25	4.4815
2020-03-26	4.4389
2020-03-27	4.3760
2020-03-28	4.3430
2020-03-29	4.3430
2020-03-30	4.3540
2020-03-31	4.3788
2020-04-01	4.3838
2020-04-02	4.4069
2020-04-03	4.4574
2020-04-04	4.4685
2020-04-05	4.4685
2020-04-06	4.4730
2020-04-07	4.4733
2020-04-08	4.4346
2020-04-09	4.4485
2020-04-10	4.4207
2020-04-11	4.4168
2020-04-12	4.4168
2020-04-13	4.4209
2020-04-14	4.4236
2020-04-15	4.3985
2020-04-16	4.4326
2020-04-17	4.4566
2020-04-18	4.4478
2020-04-19	4.4478
2020-04-20	4.4479
2020-04-21	4.4499
2020-04-22	4.4563
2020-04-23	4.4799
2020-04-24	4.4934
2020-04-25	4.4680
2020-04-26	4.4680
2020-04-27	4.4729
